Nome	Identificação	Catmat	Quantidade	Estoque ideal	Posição	Categoria	Descrição
RESISTOR DE CARBONO – 1/2W – 180K?	Csm-0001	0	1009	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 180K?
RESISTOR DE CARBONO – 1/2W – 180?	Csm-0001	0	1981	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 180?
RESISTOR DE CARBONO – 1/2W – 18K?	Csm-0001	0	974	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 18K?
RESISTOR DE CARBONO – 1/2W – 18?	Csm-0001	0	1059	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 18?
RESISTOR DE CARBONO – 1/2W – 1?	Csm-0001	0	955	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 1?
RESISTOR DE CARBONO – 1/2W – 2,2K?	Csm-0001	0	623	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 2,2K?
RESISTOR DE CARBONO – 1/2W – 2,2M?	Csm-0001	0	996	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 2,2M?
RESISTOR DE CARBONO – 1/2W – 2,2?	Csm-0001	0	1932	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 2,2?
RESISTOR DE CARBONO – 1/2W – 220K?	Csm-0001	0	965	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 220K?
RESISTOR DE CARBONO – 1/2W – 220?	Csm-0001	0	1583	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 220?
RESISTOR DE CARBONO – 1/2W – 22?	Csm-0001	0	1013	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 22?
RESISTOR DE CARBONO – 1/2W – 270K?	Csm-0001	0	970	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 270K?
RESISTOR DE CARBONO – 1/2W – 270?	Csm-0001	0	916	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 270?
RESISTOR DE CARBONO – 1/2W – 27K?	Csm-0001	0	973	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 27K?
RESISTOR DE CARBONO – 1/2W – 30K?	Csm-0001	0	17	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 30K?
RESISTOR DE CARBONO – 1/2W – 27?	Csm-0001	0	970	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 27?
RESISTOR DE CARBONO – 1/2W – 3,3K?	Csm-0001	0	4	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 3,3K?
RESISTOR DE CARBONO – 1/2W – 3,3M?	Csm-0001	0	1216	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 3,3M?
RESISTOR DE CARBONO – 1/2W – 3,3?	Csm-0001	0	1060	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 3,3?
RESISTOR DE CARBONO – 1/2W – 3,9K?	Csm-0001	0	686	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 3,9K?
RESISTOR DE CARBONO – 1/2W – 330K?	Csm-0001	0	1024	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 330K?
RESISTOR DE CARBONO – 1/2W – 33K?	Csm-0001	0	1932	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 33K?
RESISTOR DE CARBONO – 1/2W – 33?	Csm-0001	0	1044	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 33?
RESISTOR DE CARBONO – 1/2W – 390K?	Csm-0001	0	1008	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 390K?
RESISTOR DE CARBONO – 1/2W – 390?	Csm-0001	0	890	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 390?
RESISTOR DE CARBONO – 1/2W – 39K?	Csm-0001	0	906	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 39K?
RESISTOR DE CARBONO – 1/2W – 39?	Csm-0001	0	995	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 39?
RESISTOR DE CARBONO – 1/2W – 4,7K?	Csm-0001	0	1021	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 4,7K?
RESISTOR DE CARBONO – 1/2W – 4,7M?	Csm-0001	0	977	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 4,7M?
RESISTOR DE CARBONO – 1/2W – 4,7?	Csm-0001	0	1121	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 4,7?
RESISTOR DE CARBONO – 1/2W – 470K?	Csm-0001	0	895	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 470K?
RESISTOR DE CARBONO – 1/2W – 470?	Csm-0001	0	2411	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 470?
RESISTOR DE CARBONO – 1/2W – 47K?	Csm-0001	0	961	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 47K?
RESISTOR DE CARBONO – 1/2W – 47?	Csm-0001	0	1926	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 47?
RESISTOR DE CARBONO – 1/2W – 5,6K?	Csm-0001	0	1926	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 5,6K?
RESISTOR DE CARBONO – 1/2W – 560K?	Csm-0001	0	987	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 560K?
RESISTOR DE CARBONO – 1/2W – 560?	Csm-0001	0	933	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 560?
RESISTOR DE CARBONO – 1/2W – 56K?	Csm-0001	0	1003	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 56K?
RESISTOR DE CARBONO – 1/2W – 56?	Csm-0001	0	1020	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 56?
RESISTOR DE CARBONO – 1/2W – 6,8?	Csm-0001	0	1038	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 6,8?
RESISTOR DE CARBONO – 1/2W – 680?	Csm-0001	0	1758	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 680?
RESISTOR DE CARBONO – 1/2W – 68K?	Csm-0001	0	965	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 68K?
RESISTOR DE CARBONO – 1/2W – 68?	Csm-0001	0	1010	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 68?
RESISTOR DE CARBONO – 1/2W – 7,5?	Csm-0001	0	1070	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 7,5?
RESISTOR DE CARBONO – 1/2W – 820K?	Csm-0001	0	1031	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 820K?
RESISTOR DE CARBONO – 1/2W – 820?	Csm-0001	0	1558	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 820?
RESISTOR DE CARBONO – 1/2W – 82K?	Csm-0001	0	990	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 82K?
RESISTOR DE CARBONO – 1/2W – 82?	Csm-0001	0	1018	500	Xxx-0000	Consumo	RESISTOR DE CARBONO – 1/2W – 82?
SENSOR DE LUZ LDR 400MW	Csm-0001	0	191	100	Xxx-0000	Consumo	SENSOR DE LUZ LDR 400MW
TERMINAL TIPO GARRA DE JACARÉ PRETO – WD025	Csm-0001	0	142	100	Xxx-0000	Consumo	TERMINAL TIPO GARRA DE JACARÉ PRETO – WD025
TERMINAL TIPO GARRA DE JACARÉ PRETO – WD026	Csm-0001	0	174	100	Xxx-0000	Consumo	TERMINAL TIPO GARRA DE JACARÉ PRETO – WD026
TERMINAL TIPO GARRA DE JACARÉ PRETO – WD027	Csm-0001	0	142	100	Xxx-0000	Consumo	TERMINAL TIPO GARRA DE JACARÉ PRETO – WD027
TERMINAL TIPO GARRA DE JACARÉ VERMELHO – WD025	Csm-0001	0	147	100	Xxx-0000	Consumo	TERMINAL TIPO GARRA DE JACARÉ VERMELHO – WD025
TERMINAL TIPO GARRA DE JACARÉ VERMELHO – WD026	Csm-0001	0	126	100	Xxx-0000	Consumo	TERMINAL TIPO GARRA DE JACARÉ VERMELHO – WD026
TERMINAL TIPO GARRA DE JACARÉ VERMELHO – WD027	Csm-0001	0	133	100	Xxx-0000	Consumo	TERMINAL TIPO GARRA DE JACARÉ VERMELHO – WD027
TRANSISTOR – 2N2222	Csm-0001	0	141	100	Xxx-0000	Consumo	TRANSISTOR – 2N2222
TRANSISTOR – 2N2369	Csm-0001	0	18	100	Xxx-0000	Consumo	TRANSISTOR – 2N2369
TRANSISTOR – 2N3055	Csm-0001	0	91	100	Xxx-0000	Consumo	TRANSISTOR – 2N3055
TRANSISTOR – 42A52	Csm-0001	0	201	100	Xxx-0000	Consumo	TRANSISTOR – 42A52
TRANSISTOR - 331	Csm-0001	0	36	100	Xxx-0000	Consumo	TRANSISTOR - 331
TRANSISTOR – BC327 (PNP)	Csm-0001	0	431	100	Xxx-0000	Consumo	TRANSISTOR – BC327 (PNP)
TRANSISTOR – BC337 (NPN)	Csm-0001	0	116	100	Xxx-0000	Consumo	TRANSISTOR – BC337 (NPN)
TRANSISTOR – BC547 (NPN)	Csm-0001	0	183	100	Xxx-0000	Consumo	TRANSISTOR – BC547 (NPN)
TRANSISTOR – BC548 (NPN)	Csm-0001	0	125	100	Xxx-0000	Consumo	TRANSISTOR – BC548 (NPN)
TRANSISTOR – BC557	Csm-0001	0	586	100	Xxx-0000	Consumo	TRANSISTOR – BC557
TRANSISTOR – BC558	Csm-0001	0	4	100	Xxx-0000	Consumo	TRANSISTOR – BC558
TRANSISTOR – BD135	Csm-0001	0	183	100	Xxx-0000	Consumo	TRANSISTOR – BD135
TRANSISTOR – BD138	Csm-0001	0	502	100	Xxx-0000	Consumo	TRANSISTOR – BD138
TRANSISTOR – F245	Csm-0001	0	8	100	Xxx-0000	Consumo	TRANSISTOR – F245
TRANSISTOR - LM35	Csm-0001	0	60	100	Xxx-0000	Consumo	TRANSISTOR - LM35
TRANSISTOR – F423	Csm-0001	0	7	100	Xxx-0000	Consumo	TRANSISTOR – F423
TRANSISTOR – IRFP 250 – 31N50 LPBF	Csm-0001	0	49	100	Xxx-0000	Consumo	TRANSISTOR – IRFP 250 – 31N50 LPBF
TRANSISTOR – MPSA42	Csm-0001	0	0	100	Xxx-0000	Consumo	TRANSISTOR – MPSA42
TRANSISTOR – MPSA92	Csm-0001	0	199	100	Xxx-0000	Consumo	TRANSISTOR – MPSA92
TRANSISTOR – TIP41	Csm-0001	0	93	100	Xxx-0000	Consumo	TRANSISTOR – TIP41
TRANSISTOR BIPOLAR – IRFP360	Csm-0001	0	24	100	Xxx-0000	Consumo	TRANSISTOR BIPOLAR – IRFP360
TRANSISTOR BIPOLAR – IRFZ48	Csm-0001	0	98	100	Xxx-0000	Consumo	TRANSISTOR BIPOLAR – IRFZ48
TRANSISTOR BIPOLAR – TIP31	Csm-0001	0	190	100	Xxx-0000	Consumo	TRANSISTOR BIPOLAR – TIP31
TRANSISTOR BIPOLAR – TIP32	Csm-0001	0	97	100	Xxx-0000	Consumo	TRANSISTOR BIPOLAR – TIP32
TRIAC 8A 600V – BT137	Csm-0001	0	208	100	Xxx-0000	Consumo	TRIAC 8A 600V – BT137
TRIMPOT MULTIVOLTAS 3006P – 100K?	Csm-0001	0	287	50	Xxx-0000	Consumo	TRIMPOT MULTIVOLTAS 3006P – 100K?
TRIMPOT MULTIVOLTAS 3006P – 100?	Csm-0001	0	95	50	Xxx-0000	Consumo	TRIMPOT MULTIVOLTAS 3006P – 100?
TRIMPOT MULTIVOLTAS 3006P – 10K?	Csm-0001	0	90	50	Xxx-0000	Consumo	TRIMPOT MULTIVOLTAS 3006P – 10K?
TRIMPOT MULTIVOLTAS 3006P – 1K?	Csm-0001	0	79	50	Xxx-0000	Consumo	TRIMPOT MULTIVOLTAS 3006P – 1K?
TRIMPOT MULTIVOLTAS 3006P – 500K?	Csm-0001	0	99	50	Xxx-0000	Consumo	TRIMPOT MULTIVOLTAS 3006P – 500K?
TRIMPOT MULTIVOLTAS 3006P – 50K?	Csm-0001	0	50	50	Xxx-0000	Consumo	TRIMPOT MULTIVOLTAS 3006P – 50K?
TRIMPOT MULTIVOLTAS 3296D – 100K?	Csm-0001	0	107	50	Xxx-0000	Consumo	TRIMPOT MULTIVOLTAS 3296D – 100K?
ALTO FALANTE 5W 8OHMS	Csm-0001	0	29	20	Xxx-0000	Consumo	ALTO FALANTE 5W 8OHMS
CRISTAIS - 16MHZ	Csm-0001	0	95	50	Xxx-0000	Consumo	CRISTAIS - 16MHZ
CRISTAIS - 20MHZ	Csm-0001	0	91	50	Xxx-0000	Consumo	CRISTAIS - 20MHZ
CIRCUITO INTEGRADO - 74HC163	Csm-0001	0	50	200	Xxx-0000	Consumo	CIRCUITO INTEGRADO - 74HC163
BUZZER (ativo ou passivo?) - 5V	Csm-0001	0	30	100	Xxx-0000	Consumo	BUZZER (ativo ou passivo?) - 5V
CIRCUITO INTEGRADO - L293	Csm-0001	0	30	200	Xxx-0000	Consumo	CIRCUITO INTEGRADO - L293
Cabos de Gerador de Função BNC - BNC	Csm-0001	0	16	16	Xxx-0000	Consumo	Cabos de Gerador de Função BNC - BNC
Cabos de Gerador de Função BNC - jacaré	Csm-0001	0	53	50	Xxx-0000	Consumo	Cabos de Gerador de Função BNC - jacaré
Ponta de prova multimetro	Csm-0001	0	7	27	Xxx-0000	Consumo	Ponta de prova multimetro
Banana Macho 4mm Preto	Csm-0001	0	0	100	Xxx-0000	Consumo	Banana Macho 4mm Preto
Banana Macho 4mm Vermelho	Csm-0001	0	0	100	Xxx-0000	Consumo	Banana Macho 4mm Vermelho
Banana Macho 4mm Verde	Csm-0001	0	0	0	Xxx-0000	Consumo	Banana Macho 4mm Verde
CAPAC ELETRO 2,2UFX63V BIPOLAR	Csm-0001	0	176	100	Xxx-0000	Consumo	CAPAC ELETRO 2,2UFX63V BIPOLAR
CAPAC ELETRO 4,7UFX50V (NAO SMD)	Csm-0001	0	104	100	Xxx-0000	Consumo	CAPAC ELETRO 4,7UFX50V (NAO SMD)
CAPACITOR CERÂMICO/POLIÉTER 250V – 47NF	Csm-0001	0	108	100	Xxx-0000	Consumo	CAPACITOR CERÂMICO/POLIÉTER 250V – 47NF
